,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1428,Color,Sam Raimi,300.0,135.0,,4000.0,James Franco,24000.0,489498417,Action|Adventure|Fantasy|Romance,J.K. Simmons,Spider-Man 2 ,411164,43388,Kirsten Dunst,1.0,death|doctor|scientist|super villain|tentacle,1303.0,English,USA,PG-13,262200000.0,2004,11000.0,7.3,2.35,
1429,Color,Wolfgang Petersen,220.0,196.0,249.0,844.0,Orlando Bloom,11000.0,174662364,Adventure,Brad Pitt,Troy ,381672,17944,Julian Glover,2.0,greek|mythology|prince|trojan|troy,1694.0,English,USA,R,229425000.0,2004,5000.0,7.2,2.35,
1430,Color,Robert Zemeckis,188.0,100.0,,267.0,Eddie Deezen,15000.0,872373,Adventure|Animation|Family|Fantasy,Tom Hanks,The Polar Express ,120798,16264,Peter Scolari,0.0,boy|christmas|christmas eve|north pole|train,444.0,English,USA,G,216315000.0,2004,726.0,6.6,2.35,10000.0
1431,Color,Andrew Adamson,205.0,93.0,80.0,48.0,Jennifer Saunders,692.0,572213528,Adventure|Animation|Comedy|Family|Fantasy|Romance,Rupert Everett,Shrek 2 ,314630,1148,Conrad Vernon,1.0,drag queen|physical appearance|princess|queen|sequel,483.0,English,USA,PG,196650000.0,2004,309.0,7.2,1.85,
1432,Color,Roland Emmerich,239.0,124.0,776.0,812.0,Dennis Quaid,15000.0,244816033,Action|Adventure|Sci-Fi|Thriller,Jake Gyllenhaal,The Day After Tomorrow ,333248,20553,Sela Ward,0.0,climate|end of the world|global warming|natural disaster|weather,1159.0,English,USA,PG-13,163875000.0,2004,2000.0,6.4,2.35,19000.0
1433,Color,Alex Proyas,225.0,115.0,295.0,466.0,Bruce Greenwood,10000.0,189826703,Action|Mystery|Sci-Fi|Thriller,Will Smith,"I, Robot ",387632,12068,Chi McBride,1.0,humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot,789.0,English,USA,PG-13,157320000.0,2004,981.0,7.1,2.35,
1434,Color,Steven Soderbergh,198.0,125.0,,350.0,Julia Roberts,11000.0,164571972,Crime|Thriller,Brad Pitt,Ocean's Twelve ,284852,19359,Mini Anden,0.0,father daughter relationship|heist|pretending to be pregnant|sequel|thief,627.0,English,USA,PG-13,144210000.0,2004,8000.0,6.4,2.35,
1435, Black and White,Martin Scorsese,267.0,170.0,17000.0,827.0,Adam Scott,29000.0,134520172,Biography|Drama,Leonardo DiCaprio,The Aviator ,264318,34582,Frances Conroy,0.0,1920s|aviation|fight|spruce goose|test flight,799.0,English,USA,PG-13,144210000.0,2004,3000.0,7.5,2.35,
1436,Color,Will Finn,104.0,76.0,6.0,421.0,Roseanne Barr,12000.0,65584548,Animation|Comedy|Family|Music|Western,Steve Buscemi,Home on the Range ,13581,13607,G.W. Bailey,0.0,cattle|cow|dairy farm|farm|rustler,88.0,English,USA,PG,144210000.0,2004,513.0,5.4,1.78,304.0
1437,Color,Frank Coraci,188.0,120.0,153.0,447.0,Steve Coogan,1000.0,31469452,Action|Adventure|Comedy,Jim Broadbent,Around the World in 80 Days ,68720,3175,Cécile De France,0.0,19th century|around the world|inventor|martial arts|train,191.0,English,USA,PG,144210000.0,2004,1000.0,5.8,2.35,
1438,Color,Frank Coraci,188.0,120.0,153.0,447.0,Steve Coogan,1000.0,31469452,Action|Adventure|Comedy,Jim Broadbent,Around the World in 80 Days ,68722,3175,Cécile De France,0.0,19th century|around the world|inventor|martial arts|train,191.0,English,USA,PG,144210000.0,2004,1000.0,5.8,2.35,
1439,Color,John Lee Hancock,106.0,137.0,102.0,877.0,Marc Blucas,2000.0,29374740,Drama|History|War|Western,Dennis Quaid,The Alamo ,16832,5780,Jordi Mollà,0.0,army|dictator|general|texan|texas,267.0,English,USA,PG-13,140277000.0,2004,973.0,6.0,2.35,701.0
1440,Color,John Lee Hancock,106.0,137.0,102.0,877.0,Marc Blucas,2000.0,29374740,Drama|History|War|Western,Dennis Quaid,The Alamo ,16832,5780,Jordi Mollà,0.0,army|dictator|general|texan|texas,267.0,English,USA,PG-13,140277000.0,2004,973.0,6.0,2.35,701.0
1441,Color,David Twohy,207.0,134.0,123.0,567.0,Alexa Davalos,14000.0,75562742,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,The Chronicles of Riddick ,183909,17159,Christina Cox,0.0,bounty hunter|escape|necromonger|planet|warrior,666.0,English,USA,PG-13,137655000.0,2004,850.0,6.7,2.35,
1442,Color,Jon Turteltaub,193.0,131.0,226.0,341.0,Armando Riesco,12000.0,226809557,Action|Adventure|Comedy|Family|Mystery,Nicolas Cage,National Treasure ,255447,13679,Annie Parisse,0.0,declaration of independence|secret society|treasure|treasure hunt|treasure hunter,692.0,English,USA,PG,131100000.0,2004,625.0,6.9,2.35,
1443,Color,Joe Johnston,140.0,136.0,394.0,1000.0,Viggo Mortensen,24000.0,88212904,Action|Adventure|Western,J.K. Simmons,Hidalgo ,67856,36925,Peter Mensah,1.0,arab|cowboy|horse|race|sheik,345.0,English,USA,PG-13,131100000.0,2004,10000.0,6.7,2.35,
1444,Color,Pitof,212.0,87.0,26.0,566.0,Christopher Heyerdahl,827.0,52700508,Action|Crime|Fantasy|Romance|Thriller,Frances Conroy,Catwoman ,87451,3144,Alex Borstein,0.0,based on cult comic book|bechdel test passed|cat|detective|radical transformation,660.0,English,USA,PG-13,131100000.0,2004,825.0,3.3,2.35,
1445,Color,Brad Bird,283.0,115.0,663.0,55.0,Craig T. Nelson,1000.0,342744664,Action|Adventure|Animation|Family,Holly Hunter,The Incredibles ,479166,1901,Lou Romano,0.0,hero|island|lawsuit|secret|superhero,815.0,English,USA,PG,120612000.0,2004,723.0,8.0,2.35,
1446,Color,Frank Oz,169.0,93.0,,465.0,Matthew Broderick,11000.0,77972541,Comedy|Sci-Fi|Thriller,Jon Lovitz,The Stepford Wives ,49739,13748,Roger Bart,1.0,community|connecticut|fem bot|tv producer|writer,407.0,English,USA,PG-13,117990000.0,2004,2000.0,5.2,1.85,
1447,Color,Jay Roach,141.0,106.0,116.0,708.0,Blythe Danner,22000.0,365988690,Comedy|Romance,Robert De Niro,Meet the Fockers ,211296,24938,Teri Polo,6.0,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title,428.0,English,USA,PG-13,104880000.0,2004,713.0,6.3,1.85,
1448,Color,Raja Gosnell,94.0,93.0,67.0,596.0,Linda Cardellini,4000.0,110367042,Adventure|Comedy|Family|Fantasy|Horror|Mystery,Sarah Michelle Gellar,Scooby-Doo 2: Monsters Unleashed ,33180,7800,Tim Blake Nelson,0.0,ghost|masked villain|monster|museum|tv,149.0,English,USA,PG,104880000.0,2004,2000.0,4.9,1.85,567.0
1449,Color,Jonathan Demme,209.0,129.0,438.0,502.0,Dorian Missick,18000.0,86458760,Drama|Mystery|Sci-Fi|Thriller,Denzel Washington,The Manchurian Candidate ,86422,20056,Jose Pablo Cantillo,1.0,brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier,363.0,English,USA,R,104880000.0,2004,1000.0,6.6,1.85,
1450,Color,James L. Brooks,124.0,131.0,274.0,138.0,Paz Vega,11000.0,55120104,Comedy|Drama|Romance,Adam Sandler,Spanglish ,65668,12522,Sarah Steele,2.0,chef|college|housekeeper|letter|mexico,342.0,English,USA,PG-13,104880000.0,2004,964.0,6.5,1.85,
1451,Color,Paul Greengrass,239.0,108.0,521.0,129.0,Joan Allen,13000.0,230800409,Action|Mystery|Thriller,Matt Damon,The Bourne Supremacy ,348232,14161,Oksana Akinshina,1.0,assassin|car chase|cia|hidden truth|one against many,806.0,English,USA,PG-13,98325000.0,2004,805.0,7.8,2.35,
1452,Color,Bibo Bergeron,143.0,90.0,10.0,11000.0,Martin Scorsese,22000.0,210759010,Adventure|Animation|Comedy|Family,Robert De Niro,Shark Tale ,132415,63165,Angelina Jolie Pitt,0.0,anchor|fish|mobster|shark|vegetarian,288.0,English,USA,PG,98325000.0,2004,17000.0,6.0,1.85,
1453,Color,Peter Segal,147.0,99.0,88.0,328.0,Peter Dante,11000.0,158338426,Comedy|Romance,Adam Sandler,50 First Dates ,266103,12952,Allen Covert,2.0,dream|hawaii|hawaiian shirt|short term memory loss|veterinarian,456.0,English,USA,PG-13,98325000.0,2004,427.0,6.8,2.35,11000.0
1454,Color,Tony Scott,171.0,146.0,12000.0,451.0,Radha Mitchell,18000.0,102077797,Action|Crime|Drama|Thriller,Denzel Washington,Man on Fire ,266310,20454,Giancarlo Giannini,2.0,bodyguard|journalist|kidnapping|mexico|police corruption,690.0,English,USA,R,91770000.0,2004,992.0,7.7,2.35,14000.0
1455,Color,Kerry Conran,197.0,106.0,14.0,582.0,Laurence Olivier,11000.0,49503464,Action|Adventure|Mystery|Sci-Fi|Thriller,Angelina Jolie Pitt,Sky Captain and the World of Tomorrow ,72868,12871,Bai Ling,2.0,captain|pilot|reporter|robot|scientist,618.0,English,USA,PG,91770000.0,2004,1000.0,6.1,1.85,
1456,Color,Guillermo del Toro,242.0,132.0,,160.0,Rupert Evans,366.0,77395021,Action|Fantasy|Horror|Sci-Fi,James Babson,Hellboy ,244566,1112,Brian Steele,1.0,assassin|demon|hero|nazi|superhero,597.0,English,USA,PG-13,86526000.0,2004,334.0,6.8,1.85,
1457,Color,Michael Mann,299.0,120.0,,680.0,Jada Pinkett Smith,10000.0,131104578,Crime|Drama|Thriller,Tom Cruise,Collateral ,293662,13581,Debi Mazar,0.0,city by night|contract killer|driving at night|los angeles california|taxi,836.0,English,USA,R,85215000.0,2004,851.0,7.6,2.35,
1458,Color,David S. Goyer,185.0,122.0,687.0,957.0,Natasha Lyonne,16000.0,68692976,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Ryan Reynolds,Blade: Trinity ,132954,19764,John Michael Higgins,0.0,blade|blood|dracula|vampire hunter|vampire slayer,514.0,English,USA,R,85215000.0,2004,1000.0,5.9,2.35,
1459,Color,M. Night Shyamalan,261.0,108.0,,882.0,Judy Greer,3000.0,149710474,Drama|Mystery|Romance|Thriller,Bryce Dallas Howard,The Village ,193770,7273,William Hurt,0.0,creature|pact|plot twist|village|woods,2003.0,English,USA,PG-13,78660000.0,2004,2000.0,6.5,1.85,
1460,Color,Todd Phillips,173.0,101.0,480.0,767.0,Carmen Electra,881.0,115630494,Comedy|Crime,Snoop Dogg,Starsky & Hutch ,120795,3943,Fred Williamson,5.0,cocaine|cop|criminal|partner|police,308.0,English,USA,PG-13,78660000.0,2004,869.0,6.1,2.35,
1461,Color,Paul W.S. Anderson,247.0,109.0,545.0,727.0,Colin Salmon,886.0,105248516,Action|Horror|Sci-Fi|Thriller,Sanaa Lathan,AVP: Alien vs. Predator ,143628,3222,Raoul Bova,0.0,alien|antarctica|predator|pyramid|satellite,1283.0,English,USA,PG-13,78660000.0,2004,766.0,5.6,2.35,
1462,Color,Steven Spielberg,151.0,128.0,14000.0,232.0,Chi McBride,15000.0,100989317,Comedy|Drama,Tom Hanks,The Terminal ,303864,16199,Barry Shabaka Henley,0.0,airport|construction site|fish out of water|flight attendant|man without a country,596.0,English,USA,PG-13,78660000.0,2004,466.0,7.3,1.85,16000.0
1463,Color,Joe Roth,105.0,99.0,148.0,660.0,Cheech Marin,2000.0,96623193,Comedy|Family,Jamie Lee Curtis,Christmas with the Kranks ,27548,6729,Jake Busey,1.0,act of kindness|christmas|christmas eve|neighbor|vacation,209.0,English,USA,PG,78660000.0,2004,843.0,5.2,2.35,
1464,Color,Brett Ratner,117.0,97.0,420.0,455.0,Don Cheadle,4000.0,37138181,Action|Comedy|Crime|Drama,Salma Hayek,After the Sunset ,38298,9814,Chris Penn,2.0,diamond|fbi|fbi agent|island|thief,147.0,English,USA,PG-13,76038000.0,2004,3000.0,6.3,2.35,782.0
1465,Color,Kevin Bray,117.0,86.0,10.0,348.0,Ashley Scott,12000.0,60122511,Action|Crime,Dwayne Johnson,Walking Tall ,53118,14146,Michael Bowen,1.0,casino|football|sheriff|special forces|violence,221.0,English,USA,PG-13,73416000.0,2004,795.0,6.2,2.35,
1466,Color,Jay Russell,125.0,115.0,13.0,579.0,Jay Hernandez,2000.0,97722938,Action|Drama|Thriller,Billy Burke,Ladder 49 ,48753,4496,Jacinda Barrett,2.0,death of husband|fire|firefighter|funeral|main character dies,323.0,English,USA,PG-13,72105000.0,2004,1000.0,6.5,1.85,
1467,Color,Peter Chelsom,118.0,106.0,23.0,418.0,Nick Cannon,1000.0,75891013,Comedy|Drama|Romance,Lisa Ann Walter,Shall We Dance ,35508,2325,Omar Benson Miller,2.0,dance|dance competition|dance lesson|love|teacher,211.0,English,USA,PG-13,65550000.0,2004,593.0,6.1,1.85,
1468,Color,Renny Harlin,167.0,125.0,212.0,394.0,Alan Ford,613.0,54819285,Horror|Mystery|Thriller,James D'Arcy,Exorcist: The Beginning ,28635,1970,Izabella Scorupco,0.0,archeologist|church|excavation|faith|relic,308.0,English,USA,R,65550000.0,2004,422.0,5.1,2.0,893.0
1469,Color,Garry Marshall,93.0,119.0,,434.0,Felicity Huffman,627.0,49144326,Comedy|Drama|Romance,Amber Valletta,Raising Helen ,30890,2052,Spencer Breslin,1.0,fashion show|female protagonist|love|pastor|queens new york city,106.0,English,USA,PG-13,65550000.0,2004,508.0,6.0,1.85,718.0
1470,Color,Wes Anderson,259.0,119.0,,639.0,Anjelica Huston,13000.0,31472817,Adventure|Comedy|Drama,Bill Murray,The Life Aquatic with Steve Zissou ,139535,15757,Matthew Gray Gubler,8.0,expedition|oceanographer|sea|shark|team,632.0,English,USA,R,65550000.0,2004,1000.0,7.3,2.35,
1471,Color,George Armitage,75.0,88.0,5.0,338.0,Andrew Wilson,11000.0,8483997,Comedy|Crime,Morgan Freeman,The Big Bounce ,15880,11972,Willie Nelson,5.0,breasts|consensual sex|female nudity|judge|surfer,93.0,English,USA,PG-13,65550000.0,2004,387.0,4.9,2.35,288.0
1472,Color,John Moore,114.0,113.0,212.0,568.0,Tony Curran,2000.0,27543034,Action|Adventure|Drama|Thriller,Dennis Quaid,Flight of the Phoenix ,45815,4397,Miranda Otto,4.0,captain|desert|rescue|stranded|survivor,222.0,English,USA,PG-13,58995000.0,2004,845.0,6.1,2.35,1000.0
1473,Color,John Hamburg,108.0,90.0,29.0,650.0,Masi Oka,22000.0,115179956,Comedy|Romance,Philip Seymour Hoffman,Along Came Polly ,106909,24534,Debra Messing,1.0,bride|friend|honeymoon|insurance|insurance company,268.0,English,USA,PG-13,55062000.0,2004,923.0,5.9,1.85,
1474,Color,Garry Marshall,77.0,113.0,,995.0,Raven-Symoné,11000.0,124740909,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries 2: Royal Engagement ,53687,15362,Hector Elizondo,2.0,coronation|horse|princess|queen|side saddle,152.0,English,USA,G,52440000.0,2004,1000.0,5.7,1.85,1000.0
1475,Color,Taylor Hackford,209.0,178.0,138.0,748.0,Curtis Armstrong,904.0,98726159,Biography|Drama|Music,Bokeem Woodbine,Ray ,110394,5074,Harry Lennix,0.0,1950s|1960s|racism|rhythm and blues|singer,433.0,English,USA,PG-13,52440000.0,2004,876.0,7.7,1.85,
1476,Color,David Koepp,195.0,96.0,192.0,501.0,Charles S. Dutton,40000.0,62641399,Mystery|Thriller,Johnny Depp,Secret Window ,147504,41293,Timothy Hutton,1.0,adultery|extramarital affair|infidelity|unfaithfulness|writer,531.0,English,USA,PG-13,52440000.0,2004,534.0,6.6,2.35,
1477,Color,Joseph Kahn,86.0,84.0,33.0,1000.0,Jay Hernandez,1000.0,27762158,Action|Comedy|Crime,Dane Cook,Torque ,23747,5039,Christina Milian,0.0,murder|on the run|security camera|surveillance footage|timebomb,207.0,English,USA,PG-13,52440000.0,2004,1000.0,4.0,2.35,
1478,Color,Howard Deutch,74.0,98.0,41.0,900.0,Matthew Perry,13000.0,21400723,Comedy|Crime|Thriller,Bruce Willis,The Whole Ten Yards ,45775,18085,Natasha Henstridge,5.0,dentist|face slap|flashback|hitman|killing an animal,112.0,English,USA,PG-13,52440000.0,2004,2000.0,5.5,1.85,462.0
1479,Color,Barry Levinson,76.0,99.0,272.0,62.0,Ariel Gade,1000.0,15969925,Comedy,Amy Poehler,Envy ,26390,1189,Sam Lerner,1.0,best friend|dog|envy|jealousy|neighbor,176.0,English,USA,PG-13,52440000.0,2004,87.0,4.8,1.85,713.0
1480,Color,Charles S. Dutton,76.0,110.0,534.0,511.0,Charles S. Dutton,865.0,7710651,Biography|Drama|Romance|Sport,Omar Epps,Against the Ropes ,5917,2972,Tim Daly,2.0,boxer|boxing|boxing arena|boxing manager|directed by co star,50.0,English,USA,PG-13,51129000.0,2004,534.0,5.3,2.35,177.0
1481,Color,Keenen Ivory Wayans,62.0,109.0,322.0,861.0,Jaime King,1000.0,90654335,Comedy|Crime,Busy Philipps,White Chicks ,98794,6313,Brittany Daniel,4.0,african american|crossdresser|fbi|undercover|vomiting,251.0,English,USA,PG-13,48507000.0,2004,960.0,5.4,1.85,
1482,Color,Gary Winick,119.0,98.0,56.0,533.0,Judy Greer,3000.0,73473999,Comedy|Fantasy|Romance,Jennifer Garner,13 Going on 30 ,122187,6742,Christa B. Allen,1.0,13 year old|13th birthday|30 year old|wish|year 1987,339.0,English,USA,PG-13,48507000.0,2004,2000.0,6.1,1.85,
1483,Color,Peter Hewitt,116.0,80.0,12.0,58.0,Mark Christopher Lawrence,13000.0,98807045,Animation|Comedy|Family|Fantasy,Bill Murray,Garfield ,58961,13430,Michael Monks,0.0,cat|dog|first part|lasagna|veterinarian,232.0,English,USA,PG,45885000.0,2004,258.0,5.0,1.85,795.0
1484,Color,Ethan Coen,193.0,104.0,1000.0,939.0,Tom Hanks,24000.0,52036394,Comedy|Crime|Thriller,J.K. Simmons,The Ladykillers ,84131,41701,Stephen Root,1.0,casino|irony of fate|landlady|professor|remake,400.0,English,USA,R,45885000.0,2004,15000.0,6.2,1.85,
1485,Color,Kevin Smith,164.0,102.0,,769.0,Mike Starr,939.0,33123895,Comedy|Drama|Romance,Stephen Root,Jersey Girl ,54346,3592,George Carlin,5.0,baby|childbirth|death|karma|publicist,358.0,English,USA,PG-13,45885000.0,2004,854.0,6.2,2.35,
1486,Color,Tommy O'Haver,89.0,96.0,13.0,973.0,Steve Coogan,11000.0,30039830,Comedy|Family|Fantasy|Romance,Anne Hathaway,Ella Enchanted ,47800,17292,Joanna Lumley,1.0,curse|fairy|obedience|prince|strong female character,244.0,English,USA,PG,45885000.0,2004,1000.0,6.3,1.85,
1487,Color,Nick Hurran,73.0,105.0,34.0,642.0,Kevin Sussman,1000.0,26773513,Comedy|Drama|Romance,Holly Hunter,Little Black Book ,15052,4369,Dave Annable,1.0,electronic devices|gynecologist|little black book|plan|set up,116.0,English,USA,PG-13,45885000.0,2004,681.0,5.2,2.35,484.0
1488,Color,Jonathan Hensleigh,192.0,140.0,36.0,336.0,Marco St. John,669.0,44157459,Action|Crime|Drama|Thriller,Laura Harring,The Punisher ,124242,2114,Eddie Jemison,1.0,death|family reunion|fbi|fbi agent|vigilante,622.0,English,USA,R,43263000.0,2004,403.0,6.5,2.35,4000.0
1489,Color,Clint Eastwood,268.0,132.0,16000.0,567.0,Morgan Freeman,16000.0,131654272,Drama|Sport,Clint Eastwood,Million Dollar Baby ,482064,28830,Mike Colter,1.0,boxing|boxing trainer|death|suicide attempt|women boxing,1106.0,English,USA,PG-13,39330000.0,2004,11000.0,8.1,2.35,14000.0
1490,Color,Stephen Hillenburg,89.0,87.0,47.0,217.0,Bill Fagerbakke,19000.0,111981174,Adventure|Animation|Comedy|Family|Fantasy,Scarlett Johansson,The SpongeBob SquarePants Movie ,58906,20097,Rodger Bumpass,0.0,based on tv series|crown|dream|king neptune|plankton,186.0,English,USA,PG,39330000.0,2004,542.0,7.0,1.85,
1491, Black and White,Quentin Tarantino,304.0,137.0,16000.0,348.0,Michael Parks,890.0,86798583,Action|Crime|Drama|Thriller,Vivica A. Fox,Kill Bill: Vol. 2 ,512749,1959,Michael Bowen,0.0,assassin|assassination|bride|death|vengeance,935.0,English,USA,R,39330000.0,2004,387.0,8.0,2.35,
1492,Color,Trey Parker,233.0,98.0,406.0,406.0,Maurice LaMarche,860.0,42967807,Action|Comedy,Jeremy Shada,Team America: World Police ,136048,2609,Trey Parker,5.0,actor|arab stereotype|broadway|terrorist|vomiting,700.0,English,USA,R,39330000.0,2004,523.0,7.2,2.35,
1493,Color,Charles Stone III,63.0,104.0,30.0,635.0,Chris Noth,1000.0,28580195,Comedy|Drama|Romance|Sport,Bernie Mac,Mr 3000 ,12164,4462,Paul Sorvino,1.0,baseball|baseball movie|cartoon on tv|dodge viper|retirement,63.0,English,USA,PG-13,39330000.0,2004,962.0,5.5,1.85,491.0
1494,Color,Dennie Gordon,70.0,91.0,29.0,762.0,Bob Saget,976.0,18378075,Comedy|Crime|Family|Romance,Mary-Kate Olsen,New York Minute ,17722,3974,Riley Smith,1.0,dog|new york city|scholarship|senator|twin,111.0,English,USA,PG,39330000.0,2004,799.0,4.8,1.85,849.0
1495,Color,Paul McGuigan,98.0,114.0,118.0,40.0,Christopher Cousins,489.0,16821599,Drama|Mystery|Romance|Thriller,Jessica Paré,Wicker Park ,44979,679,Mark Camacho,0.0,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,298.0,English,USA,PG-13,39330000.0,2004,93.0,7.0,2.35,
1496,Color,Paul McGuigan,98.0,114.0,118.0,40.0,Christopher Cousins,489.0,16821599,Drama|Mystery|Romance|Thriller,Jessica Paré,Wicker Park ,44979,679,Mark Camacho,0.0,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,298.0,English,USA,PG-13,39330000.0,2004,93.0,7.0,2.35,
1497,Color,Mel Gibson,406.0,120.0,,113.0,Maia Morgenstern,260.0,654533,Drama,Christo Jivkov,The Passion of the Christ ,179235,705,Hristo Shopov,0.0,anti semitism|cult film|grindhouse|suffering|torture,2814.0,Aramaic,USA,R,39330000.0,2004,252.0,7.1,2.35,13000.0
1498,Color,Nick Cassavetes,177.0,123.0,415.0,545.0,Kevin Connolly,33000.0,84278,Drama|Romance,Ryan Gosling,The Notebook ,396396,34495,Gena Rowlands,0.0,class differences|letter|nursing home|second chance|summer love,1111.0,English,USA,PG-13,38019000.0,2004,638.0,7.9,2.35,57000.0
1499,Color,Gavin O'Connor,129.0,135.0,149.0,250.0,Noah Emmerich,639.0,84390618,Biography|Drama|History|Sport,Eddie Cahill,Miracle ,36636,1845,Kenneth Mitchell,0.0,1980s|hockey|ice hockey|olympics|soviet union,289.0,English,USA,PG,36708000.0,2004,617.0,7.5,2.4,
1500,Color,Mike Nichols,212.0,98.0,,23.0,Julia Roberts,20000.0,44557949,Drama|Romance,Natalie Portman,Closer ,168314,28027,Colin Stinton,2.0,cheating wife|film camera|hasselblad camera|leica camera|medium format camera,903.0,English,USA,R,35397000.0,2004,8000.0,7.3,1.85,12000.0
1501,Color,E. Elias Merhige,101.0,99.0,54.0,398.0,Kevin Chamberlin,748.0,11422171,Crime|Drama|Mystery|Thriller,Harry Lennix,Suspect Zero ,16555,1721,William Mapother,0.0,fbi|fbi agent|murder|salesman|serial killer,139.0,English,USA,R,35397000.0,2004,489.0,5.9,1.33,817.0
1502,Color,Renny Harlin,127.0,101.0,212.0,749.0,Clifton Collins Jr.,1000.0,5868344,Crime|Horror|Mystery|Thriller,LL Cool J,Mindhunters ,49405,4186,Eion Bailey,0.0,fbi|group|island|serial killer|training,226.0,English,USA,R,35397000.0,2004,968.0,6.4,2.35,2000.0
1503,Color,Adam McKay,181.0,98.0,285.0,7000.0,Will Ferrell,640000.0,110303487,Comedy,Darcy Donavan,Anchorman: The Legend of Ron Burgundy ,267921,656730,Steve Carell,5.0,1970s|anchorman|news anchor|newsroom|tv station,577.0,English,USA,PG-13,34086000.0,2004,8000.0,7.2,1.85,
